time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,patch_entry_time
506,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,505.0
507,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,505.0
508,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,505.0
509,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,505.0
510,-1,0,0.0,0.0,0.0,0,0,
511,-1,0,0.0,0.0,0.0,0,0,
512,-1,0,0.0,0.0,0.0,0,0,
513,0,1,4.5,4.5,0.9,1,0,513.0
514,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,513.0
515,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,513.0
516,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,513.0
517,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,513.0
518,-1,0,0.0,0.0,0.0,0,0,
519,-1,0,0.0,0.0,0.0,0,0,
520,-1,0,0.0,0.0,0.0,0,0,
521,0,1,4.5,4.5,0.9,1,0,521.0
522,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,521.0
523,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,521.0
524,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,521.0
525,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,521.0
526,-1,0,0.0,0.0,0.0,0,0,
527,-1,0,0.0,0.0,0.0,0,0,
528,-1,0,0.0,0.0,0.0,0,0,
529,1,1,2.0,2.0,0.4,1,0,529.0
530,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,529.0
531,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,529.0
532,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,529.0
533,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,529.0
534,-1,0,0.0,0.0,0.0,0,0,
535,-1,0,0.0,0.0,0.0,0,0,
536,-1,0,0.0,0.0,0.0,0,0,
537,1,1,2.0,2.0,0.4,1,0,537.0
538,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,537.0
539,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,537.0
540,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,537.0
541,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,537.0
542,-1,0,0.0,0.0,0.0,0,0,
543,-1,0,0.0,0.0,0.0,0,0,
544,-1,0,0.0,0.0,0.0,0,0,
545,1,1,2.0,2.0,0.4,1,0,545.0
546,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,545.0
547,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,545.0
548,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,545.0
549,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,545.0
550,-1,0,0.0,0.0,0.0,0,0,
551,-1,0,0.0,0.0,0.0,0,0,
552,-1,0,0.0,0.0,0.0,0,0,
553,1,1,2.0,2.0,0.4,1,0,553.0
554,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,553.0
555,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,553.0
556,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,553.0
557,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,553.0
558,-1,0,0.0,0.0,0.0,0,0,
559,-1,0,0.0,0.0,0.0,0,0,
560,-1,0,0.0,0.0,0.0,0,0,
561,1,1,2.0,2.0,0.4,1,0,561.0
562,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,561.0
563,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,561.0
564,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,561.0
565,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,561.0
566,-1,0,0.0,0.0,0.0,0,0,
567,-1,0,0.0,0.0,0.0,0,0,
568,-1,0,0.0,0.0,0.0,0,0,
569,0,1,4.5,4.5,0.9,1,0,569.0
570,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,569.0
571,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,569.0
572,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,569.0
573,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,569.0
574,-1,0,0.0,0.0,0.0,0,0,
575,-1,0,0.0,0.0,0.0,0,0,
576,-1,0,0.0,0.0,0.0,0,0,
577,1,1,2.0,2.0,0.4,1,0,577.0
578,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,577.0
579,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,577.0
580,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,577.0
581,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,577.0
582,-1,0,0.0,0.0,0.0,0,0,
583,-1,0,0.0,0.0,0.0,0,0,
584,-1,0,0.0,0.0,0.0,0,0,
585,1,1,2.0,2.0,0.4,1,0,585.0
586,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,585.0
587,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,585.0
588,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,585.0
589,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,585.0
590,-1,0,0.0,0.0,0.0,0,0,
591,-1,0,0.0,0.0,0.0,0,0,
592,-1,0,0.0,0.0,0.0,0,0,
593,1,1,2.0,2.0,0.4,1,0,593.0
594,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,593.0
595,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,593.0
596,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,593.0
597,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,593.0
598,-1,0,0.0,0.0,0.0,0,0,
599,-1,0,0.0,0.0,0.0,0,0,
600,-1,0,0.0,0.0,0.0,0,0,
601,0,1,4.5,4.5,0.9,1,0,601.0
602,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,601.0
603,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,601.0
604,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,601.0
605,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,601.0
606,-1,0,0.0,0.0,0.0,0,0,
607,-1,0,0.0,0.0,0.0,0,0,
608,-1,0,0.0,0.0,0.0,0,0,
609,0,1,4.5,4.5,0.9,1,0,609.0
610,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,609.0
611,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,609.0
612,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,609.0
613,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,609.0
614,-1,0,0.0,0.0,0.0,0,0,
615,-1,0,0.0,0.0,0.0,0,0,
616,-1,0,0.0,0.0,0.0,0,0,
617,1,1,2.0,2.0,0.4,1,0,617.0
618,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,617.0
619,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,617.0
620,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,617.0
621,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,617.0
622,-1,0,0.0,0.0,0.0,0,0,
623,-1,0,0.0,0.0,0.0,0,0,
624,-1,0,0.0,0.0,0.0,0,0,
625,0,1,4.5,4.5,0.9,1,0,625.0
626,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,625.0
627,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,625.0
628,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,625.0
629,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,625.0
630,-1,0,0.0,0.0,0.0,0,0,
631,-1,0,0.0,0.0,0.0,0,0,
632,-1,0,0.0,0.0,0.0,0,0,
633,1,1,2.0,2.0,0.4,1,0,633.0
634,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,633.0
635,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,633.0
636,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,633.0
637,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,633.0
638,-1,0,0.0,0.0,0.0,0,0,
639,-1,0,0.0,0.0,0.0,0,0,
640,-1,0,0.0,0.0,0.0,0,0,
641,1,1,2.0,2.0,0.4,1,0,641.0
642,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,641.0
643,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,641.0
644,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,641.0
645,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,641.0
646,-1,0,0.0,0.0,0.0,0,0,
647,-1,0,0.0,0.0,0.0,0,0,
648,-1,0,0.0,0.0,0.0,0,0,
649,1,1,2.0,2.0,0.4,1,0,649.0
650,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,649.0
651,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,649.0
652,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,649.0
653,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,649.0
654,-1,0,0.0,0.0,0.0,0,0,
655,-1,0,0.0,0.0,0.0,0,0,
656,-1,0,0.0,0.0,0.0,0,0,
657,0,1,4.5,4.5,0.9,1,0,657.0
658,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,657.0
659,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,657.0
660,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,657.0
661,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,657.0
662,-1,0,0.0,0.0,0.0,0,0,
663,-1,0,0.0,0.0,0.0,0,0,
664,-1,0,0.0,0.0,0.0,0,0,
665,0,1,4.5,4.5,0.9,1,0,665.0
666,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,665.0
667,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,665.0
668,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,665.0
669,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,665.0
670,-1,0,0.0,0.0,0.0,0,0,
671,-1,0,0.0,0.0,0.0,0,0,
672,-1,0,0.0,0.0,0.0,0,0,
673,1,1,2.0,2.0,0.4,1,0,673.0
674,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,673.0
675,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,673.0
676,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,673.0
677,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,673.0
678,-1,0,0.0,0.0,0.0,0,0,
679,-1,0,0.0,0.0,0.0,0,0,
680,-1,0,0.0,0.0,0.0,0,0,
681,0,1,4.5,4.5,0.9,1,0,681.0
682,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,681.0
683,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,681.0
684,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,681.0
685,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,681.0
686,-1,0,0.0,0.0,0.0,0,0,
687,-1,0,0.0,0.0,0.0,0,0,
688,-1,0,0.0,0.0,0.0,0,0,
689,1,1,2.0,2.0,0.4,1,0,689.0
690,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,689.0
691,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,689.0
692,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,689.0
693,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,689.0
694,-1,0,0.0,0.0,0.0,0,0,
695,-1,0,0.0,0.0,0.0,0,0,
696,-1,0,0.0,0.0,0.0,0,0,
697,1,1,2.0,2.0,0.4,1,0,697.0
698,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,697.0
699,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,697.0
700,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,697.0
701,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,697.0
702,-1,0,0.0,0.0,0.0,0,0,
703,-1,0,0.0,0.0,0.0,0,0,
704,-1,0,0.0,0.0,0.0,0,0,
705,0,1,4.5,4.5,0.9,1,0,705.0
706,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,705.0
707,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,705.0
708,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,705.0
709,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,705.0
710,-1,0,0.0,0.0,0.0,0,0,
711,-1,0,0.0,0.0,0.0,0,0,
712,-1,0,0.0,0.0,0.0,0,0,
713,0,1,4.5,4.5,0.9,1,0,713.0
714,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,713.0
715,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,713.0
716,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,713.0
717,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,713.0
718,-1,0,0.0,0.0,0.0,0,0,
719,-1,0,0.0,0.0,0.0,0,0,
720,-1,0,0.0,0.0,0.0,0,0,
721,0,1,4.5,4.5,0.9,1,0,721.0
722,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,721.0
723,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,721.0
724,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,721.0
725,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,721.0
726,-1,0,0.0,0.0,0.0,0,0,
727,-1,0,0.0,0.0,0.0,0,0,
728,-1,0,0.0,0.0,0.0,0,0,
729,1,1,2.0,2.0,0.4,1,0,729.0
730,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,729.0
731,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,729.0
732,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,729.0
733,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,729.0
734,-1,0,0.0,0.0,0.0,0,0,
735,-1,0,0.0,0.0,0.0,0,0,
736,-1,0,0.0,0.0,0.0,0,0,
737,0,1,4.5,4.5,0.9,1,0,737.0
738,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,737.0
739,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,737.0
740,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,737.0
741,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,737.0
742,-1,0,0.0,0.0,0.0,0,0,
743,-1,0,0.0,0.0,0.0,0,0,
744,-1,0,0.0,0.0,0.0,0,0,
745,0,1,4.5,4.5,0.9,1,0,745.0
746,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,745.0
747,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,745.0
748,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,745.0
749,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,745.0
750,-1,0,0.0,0.0,0.0,0,0,
751,-1,0,0.0,0.0,0.0,0,0,
752,-1,0,0.0,0.0,0.0,0,0,
753,0,1,4.5,4.5,0.9,1,0,753.0
754,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,753.0
755,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,753.0
756,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,753.0
757,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,753.0
758,-1,0,0.0,0.0,0.0,0,0,
759,-1,0,0.0,0.0,0.0,0,0,
760,-1,0,0.0,0.0,0.0,0,0,
761,1,1,2.0,2.0,0.4,1,0,761.0
762,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,761.0
763,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,761.0
764,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,761.0
765,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,761.0
766,-1,0,0.0,0.0,0.0,0,0,
767,-1,0,0.0,0.0,0.0,0,0,
768,-1,0,0.0,0.0,0.0,0,0,
769,0,1,4.5,4.5,0.9,1,0,769.0
770,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,769.0
771,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,769.0
772,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,769.0
773,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,769.0
774,-1,0,0.0,0.0,0.0,0,0,
775,-1,0,0.0,0.0,0.0,0,0,
776,-1,0,0.0,0.0,0.0,0,0,
777,1,1,2.0,2.0,0.4,1,0,777.0
778,1,2,1.7566361462633053,3.7566361462633053,0.3513272292526611,2,0,777.0
779,1,3,1.5428852751793987,5.299521421442704,0.30857705503587973,3,0,777.0
780,1,4,1.3551440219587692,6.654665443401473,0.2710288043917538,4,0,777.0
781,1,5,1.190247486182704,7.8449129295841775,0.23804949723654079,5,0,777.0
782,-1,0,0.0,0.0,0.0,0,0,
783,-1,0,0.0,0.0,0.0,0,0,
784,-1,0,0.0,0.0,0.0,0,0,
785,0,1,4.5,4.5,0.9,1,0,785.0
786,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,785.0
787,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,785.0
788,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,785.0
789,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,785.0
790,-1,0,0.0,0.0,0.0,0,0,
791,-1,0,0.0,0.0,0.0,0,0,
792,-1,0,0.0,0.0,0.0,0,0,
793,0,1,4.5,4.5,0.9,1,0,793.0
794,0,2,3.9524313290924376,8.452431329092438,0.7904862658184875,2,0,793.0
795,0,3,3.4714918691536467,11.923923198246085,0.6942983738307293,3,0,793.0
796,0,4,3.04907404940723,14.972997247653314,0.609814809881446,4,0,793.0
797,0,5,2.678056843911084,17.651054091564397,0.5356113687822168,5,0,793.0
798,-1,0,0.0,0.0,0.0,0,0,
799,-1,0,0.0,0.0,0.0,0,0,
800,-1,0,0.0,0.0,0.0,0,0,
