time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,0,5,0.7904862658184875,1,1,1.0,0.0
3,0,3,5,10,0.6942983738307293,2,1,0.0,0.0
4,0,4,0,10,0.609814809881446,2,2,1.0,0.0
5,0,5,0,10,0.5356113687822168,2,3,2.0,0.0
8,-1,3,0,0,0.0,0,0,,
9,1,1,5,5,0.4,1,0,0.0,8.0
10,1,2,0,5,0.3513272292526611,1,1,1.0,8.0
11,1,3,5,10,0.30857705503587973,2,1,0.0,8.0
12,1,4,0,10,0.2710288043917538,2,2,1.0,8.0
13,1,5,5,15,0.23804949723654079,3,2,0.0,8.0
14,1,6,0,15,0.2090831757227572,3,3,1.0,8.0
15,1,7,0,15,0.18364153202505884,3,4,2.0,8.0
18,-1,3,0,0,0.0,0,0,,
19,0,1,5,5,0.9,1,0,0.0,18.0
20,0,2,5,10,0.7904862658184875,2,0,0.0,18.0
21,0,3,0,10,0.6942983738307293,2,1,1.0,18.0
22,0,4,5,15,0.609814809881446,3,1,0.0,18.0
23,0,5,5,20,0.5356113687822168,4,1,0.0,18.0
24,0,6,5,25,0.4704371453762037,5,1,0.0,18.0
25,0,7,5,30,0.4131934470563824,6,1,0.0,18.0
26,0,8,0,30,0.36291527224918735,6,2,1.0,18.0
27,0,9,0,30,0.3187550426319553,6,3,2.0,18.0
30,-1,3,0,0,0.0,0,0,,
31,1,1,0,0,0.4,0,1,1.0,30.0
32,1,2,0,0,0.3513272292526611,0,2,2.0,30.0
35,-1,3,0,0,0.0,0,0,,
36,1,1,0,0,0.4,0,1,1.0,35.0
37,1,2,5,5,0.3513272292526611,1,1,0.0,35.0
38,1,3,5,10,0.30857705503587973,2,1,0.0,35.0
39,1,4,0,10,0.2710288043917538,2,2,1.0,35.0
40,1,5,0,10,0.23804949723654079,2,3,2.0,35.0
43,-1,3,0,0,0.0,0,0,,
44,0,1,5,5,0.9,1,0,0.0,43.0
45,0,2,5,10,0.7904862658184875,2,0,0.0,43.0
46,0,3,0,10,0.6942983738307293,2,1,1.0,43.0
47,0,4,0,10,0.609814809881446,2,2,2.0,43.0
50,-1,3,0,0,0.0,0,0,,
51,1,1,5,5,0.4,1,0,0.0,50.0
52,1,2,5,10,0.3513272292526611,2,0,0.0,50.0
53,1,3,0,10,0.30857705503587973,2,1,1.0,50.0
54,1,4,0,10,0.2710288043917538,2,2,2.0,50.0
57,-1,3,0,0,0.0,0,0,,
58,1,1,0,0,0.4,0,1,1.0,57.0
59,1,2,0,0,0.3513272292526611,0,2,2.0,57.0
62,-1,3,0,0,0.0,0,0,,
63,0,1,5,5,0.9,1,0,0.0,62.0
64,0,2,5,10,0.7904862658184875,2,0,0.0,62.0
65,0,3,5,15,0.6942983738307293,3,0,0.0,62.0
66,0,4,5,20,0.609814809881446,4,0,0.0,62.0
67,0,5,5,25,0.5356113687822168,5,0,0.0,62.0
68,0,6,0,25,0.4704371453762037,5,1,1.0,62.0
69,0,7,0,25,0.4131934470563824,5,2,2.0,62.0
72,-1,3,0,0,0.0,0,0,,
73,1,1,0,0,0.4,0,1,1.0,72.0
74,1,2,0,0,0.3513272292526611,0,2,2.0,72.0
77,-1,3,0,0,0.0,0,0,,
78,0,1,5,5,0.9,1,0,0.0,77.0
79,0,2,5,10,0.7904862658184875,2,0,0.0,77.0
80,0,3,0,10,0.6942983738307293,2,1,1.0,77.0
81,0,4,5,15,0.609814809881446,3,1,0.0,77.0
82,0,5,5,20,0.5356113687822168,4,1,0.0,77.0
