time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,0,0,0.9,0,1,1.0,0.0
2,0,2,5,5,0.7904862658184875,1,1,0.0,0.0
3,0,3,5,10,0.6942983738307293,2,1,0.0,0.0
4,0,4,5,15,0.609814809881446,3,1,0.0,0.0
5,0,5,0,15,0.5356113687822168,3,2,1.0,0.0
6,0,6,5,20,0.4704371453762037,4,2,0.0,0.0
7,0,7,5,25,0.4131934470563824,5,2,0.0,0.0
8,0,8,0,25,0.36291527224918735,5,3,1.0,0.0
9,0,9,5,30,0.3187550426319553,6,3,0.0,0.0
10,0,10,0,30,0.27996831484549684,6,4,1.0,0.0
11,0,11,0,30,0.2459012308330126,6,5,2.0,0.0
14,-1,3,0,0,0.0,0,0,,
15,1,1,5,5,0.4,1,0,0.0,14.0
16,1,2,0,5,0.3513272292526611,1,1,1.0,14.0
17,1,3,0,5,0.30857705503587973,1,2,2.0,14.0
20,-1,3,0,0,0.0,0,0,,
21,0,1,5,5,0.9,1,0,0.0,20.0
22,0,2,5,10,0.7904862658184875,2,0,0.0,20.0
23,0,3,0,10,0.6942983738307293,2,1,1.0,20.0
24,0,4,0,10,0.609814809881446,2,2,2.0,20.0
27,-1,3,0,0,0.0,0,0,,
28,1,1,0,0,0.4,0,1,1.0,27.0
29,1,2,0,0,0.3513272292526611,0,2,2.0,27.0
32,-1,3,0,0,0.0,0,0,,
33,1,1,0,0,0.4,0,1,1.0,32.0
34,1,2,0,0,0.3513272292526611,0,2,2.0,32.0
37,-1,3,0,0,0.0,0,0,,
38,0,1,0,0,0.9,0,1,1.0,37.0
39,0,2,0,0,0.7904862658184875,0,2,2.0,37.0
42,-1,3,0,0,0.0,0,0,,
43,1,1,0,0,0.4,0,1,1.0,42.0
44,1,2,0,0,0.3513272292526611,0,2,2.0,42.0
47,-1,3,0,0,0.0,0,0,,
48,1,1,5,5,0.4,1,0,0.0,47.0
49,1,2,5,10,0.3513272292526611,2,0,0.0,47.0
50,1,3,0,10,0.30857705503587973,2,1,1.0,47.0
51,1,4,0,10,0.2710288043917538,2,2,2.0,47.0
54,-1,3,0,0,0.0,0,0,,
55,0,1,5,5,0.9,1,0,0.0,54.0
56,0,2,0,5,0.7904862658184875,1,1,1.0,54.0
57,0,3,0,5,0.6942983738307293,1,2,2.0,54.0
60,-1,3,0,0,0.0,0,0,,
61,1,1,5,5,0.4,1,0,0.0,60.0
62,1,2,0,5,0.3513272292526611,1,1,1.0,60.0
63,1,3,0,5,0.30857705503587973,1,2,2.0,60.0
66,-1,3,0,0,0.0,0,0,,
67,0,1,5,5,0.9,1,0,0.0,66.0
68,0,2,5,10,0.7904862658184875,2,0,0.0,66.0
69,0,3,5,15,0.6942983738307293,3,0,0.0,66.0
70,0,4,5,20,0.609814809881446,4,0,0.0,66.0
71,0,5,5,25,0.5356113687822168,5,0,0.0,66.0
72,0,6,0,25,0.4704371453762037,5,1,1.0,66.0
73,0,7,5,30,0.4131934470563824,6,1,0.0,66.0
74,0,8,0,30,0.36291527224918735,6,2,1.0,66.0
75,0,9,0,30,0.3187550426319553,6,3,2.0,66.0
78,-1,3,0,0,0.0,0,0,,
79,1,1,0,0,0.4,0,1,1.0,78.0
80,1,2,0,0,0.3513272292526611,0,2,2.0,78.0
83,-1,3,0,0,0.0,0,0,,
84,1,1,0,0,0.4,0,1,1.0,83.0
85,1,2,0,0,0.3513272292526611,0,2,2.0,83.0
88,-1,3,0,0,0.0,0,0,,
89,1,1,0,0,0.4,0,1,1.0,88.0
90,1,2,5,5,0.3513272292526611,1,1,0.0,88.0
91,1,3,5,10,0.30857705503587973,2,1,0.0,88.0
92,1,4,0,10,0.2710288043917538,2,2,1.0,88.0
93,1,5,5,15,0.23804949723654079,3,2,0.0,88.0
94,1,6,0,15,0.2090831757227572,3,3,1.0,88.0
95,1,7,0,15,0.18364153202505884,3,4,2.0,88.0
98,-1,3,0,0,0.0,0,0,,
99,0,1,5,5,0.9,1,0,0.0,98.0
100,0,2,5,10,0.7904862658184875,2,0,0.0,98.0
101,0,3,5,15,0.6942983738307293,3,0,0.0,98.0
102,0,4,0,15,0.609814809881446,3,1,1.0,98.0
