time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,5,20,0.609814809881446,4,0,0.0,0.0
5,0,5,0,20,0.5356113687822168,4,1,1.0,0.0
6,0,6,5,25,0.4704371453762037,5,1,0.0,0.0
7,0,7,0,25,0.4131934470563824,5,2,1.0,0.0
8,0,8,0,25,0.36291527224918735,5,3,2.0,0.0
9,0,9,5,30,0.3187550426319553,6,3,0.0,0.0
10,0,10,0,30,0.27996831484549684,6,4,1.0,0.0
11,0,11,5,35,0.2459012308330126,7,4,0.0,0.0
12,0,12,5,40,0.21597949524595342,8,4,0.0,0.0
13,0,13,5,45,0.18969869410037274,9,4,0.0,0.0
14,0,14,0,45,0.16661579147783018,9,5,1.0,0.0
15,0,15,0,45,0.14634166092411305,9,6,2.0,0.0
16,0,16,0,45,0.12853452564175263,9,7,3.0,0.0
17,0,17,0,45,0.11289419689255517,9,8,4.0,0.0
18,0,18,5,50,0.09915701348241447,10,8,0.0,0.0
19,0,19,0,50,0.08709139701936361,10,9,1.0,0.0
20,0,20,0,50,0.07649394801639119,10,10,2.0,0.0
21,0,21,5,55,0.06718601702798951,11,10,0.0,0.0
22,0,22,0,55,0.05901069301741416,11,11,1.0,0.0
23,0,23,0,55,0.05183015818521867,11,12,2.0,0.0
24,0,24,0,55,0.04552336466735001,11,13,3.0,0.0
25,0,25,0,55,0.03998399393709644,11,14,4.0,0.0
26,0,26,0,55,0.035118664510938216,11,15,5.0,0.0
27,0,27,0,55,0.030845357744204206,11,16,6.0,0.0
28,0,28,0,55,0.027092035178945935,11,17,7.0,0.0
29,0,29,0,55,0.02379542413558675,11,18,8.0,0.0
30,0,30,0,55,0.020899951076118976,11,19,9.0,0.0
31,0,31,0,55,0.018356804757722625,11,20,10.0,0.0
32,0,32,0,55,0.016123113383656896,11,21,11.0,0.0
35,-1,3,0,0,0.0,0,0,,
36,1,1,0,0,0.4,0,1,1.0,35.0
39,-1,3,0,0,0.0,0,0,,
40,0,1,0,0,0.9,0,1,1.0,39.0
43,-1,3,0,0,0.0,0,0,,
44,1,1,0,0,0.4,0,1,1.0,43.0
47,-1,3,0,0,0.0,0,0,,
48,1,1,5,5,0.4,1,0,0.0,47.0
49,1,2,0,5,0.3513272292526611,1,1,1.0,47.0
50,1,3,0,5,0.30857705503587973,1,2,2.0,47.0
53,-1,3,0,0,0.0,0,0,,
54,0,1,5,5,0.9,1,0,0.0,53.0
