time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,0,15,0.609814809881446,3,1,1.0,0.0
5,0,5,0,15,0.5356113687822168,3,2,2.0,0.0
6,0,6,5,20,0.4704371453762037,4,2,0.0,0.0
7,0,7,0,20,0.4131934470563824,4,3,1.0,0.0
8,0,8,0,20,0.36291527224918735,4,4,2.0,0.0
9,0,9,0,20,0.3187550426319553,4,5,3.0,0.0
10,0,10,0,20,0.27996831484549684,4,6,4.0,0.0
11,0,11,0,20,0.2459012308330126,4,7,5.0,0.0
12,0,12,0,20,0.21597949524595342,4,8,6.0,0.0
15,-1,3,0,0,0.0,0,0,,
16,1,1,0,0,0.4,0,1,1.0,15.0
19,-1,3,0,0,0.0,0,0,,
20,0,1,5,5,0.9,1,0,0.0,19.0
21,0,2,5,10,0.7904862658184875,2,0,0.0,19.0
22,0,3,0,10,0.6942983738307293,2,1,1.0,19.0
23,0,4,0,10,0.609814809881446,2,2,2.0,19.0
24,0,5,5,15,0.5356113687822168,3,2,0.0,19.0
25,0,6,0,15,0.4704371453762037,3,3,1.0,19.0
26,0,7,5,20,0.4131934470563824,4,3,0.0,19.0
27,0,8,5,25,0.36291527224918735,5,3,0.0,19.0
28,0,9,0,25,0.3187550426319553,5,4,1.0,19.0
29,0,10,0,25,0.27996831484549684,5,5,2.0,19.0
30,0,11,0,25,0.2459012308330126,5,6,3.0,19.0
31,0,12,0,25,0.21597949524595342,5,7,4.0,19.0
32,0,13,0,25,0.18969869410037274,5,8,5.0,19.0
33,0,14,0,25,0.16661579147783018,5,9,6.0,19.0
34,0,15,0,25,0.14634166092411305,5,10,7.0,19.0
37,-1,3,0,0,0.0,0,0,,
38,1,1,0,0,0.4,0,1,1.0,37.0
41,-1,3,0,0,0.0,0,0,,
42,1,1,0,0,0.4,0,1,1.0,41.0
45,-1,3,0,0,0.0,0,0,,
46,0,1,5,5,0.9,1,0,0.0,45.0
47,0,2,5,10,0.7904862658184875,2,0,0.0,45.0
48,0,3,5,15,0.6942983738307293,3,0,0.0,45.0
49,0,4,0,15,0.609814809881446,3,1,1.0,45.0
50,0,5,0,15,0.5356113687822168,3,2,2.0,45.0
51,0,6,5,20,0.4704371453762037,4,2,0.0,45.0
52,0,7,5,25,0.4131934470563824,5,2,0.0,45.0
53,0,8,0,25,0.36291527224918735,5,3,1.0,45.0
54,0,9,0,25,0.3187550426319553,5,4,2.0,45.0
