time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,0,10,0.6942983738307293,2,1,1.0,0.0
4,0,4,5,15,0.609814809881446,3,1,0.0,0.0
5,0,5,5,20,0.5356113687822168,4,1,0.0,0.0
6,0,6,0,20,0.4704371453762037,4,2,1.0,0.0
7,0,7,5,25,0.4131934470563824,5,2,0.0,0.0
8,0,8,0,25,0.36291527224918735,5,3,1.0,0.0
9,0,9,0,25,0.3187550426319553,5,4,2.0,0.0
12,-1,3,0,0,0.0,0,0,,
13,1,1,0,0,0.4,0,1,1.0,12.0
14,1,2,0,0,0.3513272292526611,0,2,2.0,12.0
17,-1,3,0,0,0.0,0,0,,
18,0,1,5,5,0.9,1,0,0.0,17.0
19,0,2,5,10,0.7904862658184875,2,0,0.0,17.0
20,0,3,0,10,0.6942983738307293,2,1,1.0,17.0
21,0,4,5,15,0.609814809881446,3,1,0.0,17.0
22,0,5,5,20,0.5356113687822168,4,1,0.0,17.0
23,0,6,5,25,0.4704371453762037,5,1,0.0,17.0
24,0,7,5,30,0.4131934470563824,6,1,0.0,17.0
25,0,8,5,35,0.36291527224918735,7,1,0.0,17.0
26,0,9,0,35,0.3187550426319553,7,2,1.0,17.0
27,0,10,0,35,0.27996831484549684,7,3,2.0,17.0
30,-1,3,0,0,0.0,0,0,,
31,1,1,0,0,0.4,0,1,1.0,30.0
32,1,2,0,0,0.3513272292526611,0,2,2.0,30.0
35,-1,3,0,0,0.0,0,0,,
36,1,1,0,0,0.4,0,1,1.0,35.0
37,1,2,0,0,0.3513272292526611,0,2,2.0,35.0
40,-1,3,0,0,0.0,0,0,,
41,0,1,5,5,0.9,1,0,0.0,40.0
42,0,2,5,10,0.7904862658184875,2,0,0.0,40.0
43,0,3,5,15,0.6942983738307293,3,0,0.0,40.0
44,0,4,0,15,0.609814809881446,3,1,1.0,40.0
45,0,5,0,15,0.5356113687822168,3,2,2.0,40.0
48,-1,3,0,0,0.0,0,0,,
49,1,1,0,0,0.4,0,1,1.0,48.0
50,1,2,0,0,0.3513272292526611,0,2,2.0,48.0
53,-1,3,0,0,0.0,0,0,,
54,1,1,5,5,0.4,1,0,0.0,53.0
55,1,2,5,10,0.3513272292526611,2,0,0.0,53.0
56,1,3,0,10,0.30857705503587973,2,1,1.0,53.0
57,1,4,0,10,0.2710288043917538,2,2,2.0,53.0
60,-1,3,0,0,0.0,0,0,,
61,0,1,5,5,0.9,1,0,0.0,60.0
62,0,2,5,10,0.7904862658184875,2,0,0.0,60.0
