time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,0,15,0.609814809881446,3,1,1.0,0.0
5,0,5,5,20,0.5356113687822168,4,1,0.0,0.0
6,0,6,5,25,0.4704371453762037,5,1,0.0,0.0
7,0,7,0,25,0.4131934470563824,5,2,1.0,0.0
8,0,8,0,25,0.36291527224918735,5,3,2.0,0.0
9,0,9,0,25,0.3187550426319553,5,4,3.0,0.0
10,0,10,0,25,0.27996831484549684,5,5,4.0,0.0
11,0,11,0,25,0.2459012308330126,5,6,5.0,0.0
12,0,12,5,30,0.21597949524595342,6,6,0.0,0.0
13,0,13,5,35,0.18969869410037274,7,6,0.0,0.0
14,0,14,0,35,0.16661579147783018,7,7,1.0,0.0
15,0,15,0,35,0.14634166092411305,7,8,2.0,0.0
16,0,16,5,40,0.12853452564175263,8,8,0.0,0.0
17,0,17,0,40,0.11289419689255517,8,9,1.0,0.0
18,0,18,0,40,0.09915701348241447,8,10,2.0,0.0
19,0,19,0,40,0.08709139701936361,8,11,3.0,0.0
20,0,20,0,40,0.07649394801639119,8,12,4.0,0.0
21,0,21,0,40,0.06718601702798951,8,13,5.0,0.0
22,0,22,0,40,0.05901069301741416,8,14,6.0,0.0
23,0,23,0,40,0.05183015818521867,8,15,7.0,0.0
24,0,24,0,40,0.04552336466735001,8,16,8.0,0.0
27,-1,3,0,0,0.0,0,0,,
28,1,1,5,5,0.4,1,0,0.0,27.0
29,1,2,0,5,0.3513272292526611,1,1,1.0,27.0
30,1,3,0,5,0.30857705503587973,1,2,2.0,27.0
33,-1,3,0,0,0.0,0,0,,
34,0,1,5,5,0.9,1,0,0.0,33.0
35,0,2,5,10,0.7904862658184875,2,0,0.0,33.0
36,0,3,5,15,0.6942983738307293,3,0,0.0,33.0
37,0,4,0,15,0.609814809881446,3,1,1.0,33.0
38,0,5,5,20,0.5356113687822168,4,1,0.0,33.0
39,0,6,5,25,0.4704371453762037,5,1,0.0,33.0
40,0,7,0,25,0.4131934470563824,5,2,1.0,33.0
41,0,8,0,25,0.36291527224918735,5,3,2.0,33.0
42,0,9,0,25,0.3187550426319553,5,4,3.0,33.0
43,0,10,0,25,0.27996831484549684,5,5,4.0,33.0
44,0,11,0,25,0.2459012308330126,5,6,5.0,33.0
45,0,12,0,25,0.21597949524595342,5,7,6.0,33.0
46,0,13,0,25,0.18969869410037274,5,8,7.0,33.0
47,0,14,5,30,0.16661579147783018,6,8,0.0,33.0
