time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
96,1,1,5,5,0.4,1,0,0.0,95.0
97,1,2,0,5,0.3513272292526611,1,1,1.0,95.0
98,1,3,0,5,0.30857705503587973,1,2,2.0,95.0
101,-1,3,0,0,0.0,0,0,,
102,1,1,0,0,0.4,0,1,1.0,101.0
103,1,2,5,5,0.3513272292526611,1,1,0.0,101.0
104,1,3,0,5,0.30857705503587973,1,2,1.0,101.0
105,1,4,0,5,0.2710288043917538,1,3,2.0,101.0
108,-1,3,0,0,0.0,0,0,,
109,1,1,0,0,0.4,0,1,1.0,108.0
110,1,2,5,5,0.3513272292526611,1,1,0.0,108.0
111,1,3,5,10,0.30857705503587973,2,1,0.0,108.0
112,1,4,0,10,0.2710288043917538,2,2,1.0,108.0
113,1,5,0,10,0.23804949723654079,2,3,2.0,108.0
116,-1,3,0,0,0.0,0,0,,
117,0,1,5,5,0.9,1,0,0.0,116.0
118,0,2,0,5,0.7904862658184875,1,1,1.0,116.0
119,0,3,0,5,0.6942983738307293,1,2,2.0,116.0
122,-1,3,0,0,0.0,0,0,,
123,0,1,5,5,0.9,1,0,0.0,122.0
124,0,2,5,10,0.7904862658184875,2,0,0.0,122.0
125,0,3,5,15,0.6942983738307293,3,0,0.0,122.0
126,0,4,5,20,0.609814809881446,4,0,0.0,122.0
127,0,5,5,25,0.5356113687822168,5,0,0.0,122.0
128,0,6,5,30,0.4704371453762037,6,0,0.0,122.0
129,0,7,5,35,0.4131934470563824,7,0,0.0,122.0
130,0,8,0,35,0.36291527224918735,7,1,1.0,122.0
131,0,9,0,35,0.3187550426319553,7,2,2.0,122.0
134,-1,3,0,0,0.0,0,0,,
135,1,1,5,5,0.4,1,0,0.0,134.0
136,1,2,5,10,0.3513272292526611,2,0,0.0,134.0
137,1,3,0,10,0.30857705503587973,2,1,1.0,134.0
138,1,4,5,15,0.2710288043917538,3,1,0.0,134.0
139,1,5,0,15,0.23804949723654079,3,2,1.0,134.0
140,1,6,0,15,0.2090831757227572,3,3,2.0,134.0
143,-1,3,0,0,0.0,0,0,,
144,1,1,0,0,0.4,0,1,1.0,143.0
145,1,2,0,0,0.3513272292526611,0,2,2.0,143.0
148,-1,3,0,0,0.0,0,0,,
149,1,1,0,0,0.4,0,1,1.0,148.0
150,1,2,0,0,0.3513272292526611,0,2,2.0,148.0
153,-1,3,0,0,0.0,0,0,,
154,0,1,5,5,0.9,1,0,0.0,153.0
155,0,2,5,10,0.7904862658184875,2,0,0.0,153.0
156,0,3,5,15,0.6942983738307293,3,0,0.0,153.0
157,0,4,0,15,0.609814809881446,3,1,1.0,153.0
158,0,5,0,15,0.5356113687822168,3,2,2.0,153.0
161,-1,3,0,0,0.0,0,0,,
