time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,0,0,0.9,0,1,1.0,0.0
4,-1,3,0,0,0.0,0,0,,
5,1,1,0,0,0.4,0,1,1.0,4.0
8,-1,3,0,0,0.0,0,0,,
9,0,1,5,5,0.9,1,0,0.0,8.0
10,0,2,5,10,0.7904862658184875,2,0,0.0,8.0
11,0,3,5,15,0.6942983738307293,3,0,0.0,8.0
12,0,4,5,20,0.609814809881446,4,0,0.0,8.0
13,0,5,0,20,0.5356113687822168,4,1,1.0,8.0
14,0,6,0,20,0.4704371453762037,4,2,2.0,8.0
15,0,7,5,25,0.4131934470563824,5,2,0.0,8.0
16,0,8,0,25,0.36291527224918735,5,3,1.0,8.0
17,0,9,5,30,0.3187550426319553,6,3,0.0,8.0
18,0,10,0,30,0.27996831484549684,6,4,1.0,8.0
19,0,11,0,30,0.2459012308330126,6,5,2.0,8.0
20,0,12,0,30,0.21597949524595342,6,6,3.0,8.0
21,0,13,5,35,0.18969869410037274,7,6,0.0,8.0
22,0,14,5,40,0.16661579147783018,8,6,0.0,8.0
23,0,15,0,40,0.14634166092411305,8,7,1.0,8.0
24,0,16,0,40,0.12853452564175263,8,8,2.0,8.0
25,0,17,0,40,0.11289419689255517,8,9,3.0,8.0
26,0,18,0,40,0.09915701348241447,8,10,4.0,8.0
27,0,19,0,40,0.08709139701936361,8,11,5.0,8.0
28,0,20,0,40,0.07649394801639119,8,12,6.0,8.0
29,0,21,0,40,0.06718601702798951,8,13,7.0,8.0
30,0,22,0,40,0.05901069301741416,8,14,8.0,8.0
31,0,23,0,40,0.05183015818521867,8,15,9.0,8.0
32,0,24,0,40,0.04552336466735001,8,16,10.0,8.0
35,-1,3,0,0,0.0,0,0,,
36,1,1,5,5,0.4,1,0,0.0,35.0
37,1,2,0,5,0.3513272292526611,1,1,1.0,35.0
38,1,3,5,10,0.30857705503587973,2,1,0.0,35.0
39,1,4,0,10,0.2710288043917538,2,2,1.0,35.0
40,1,5,5,15,0.23804949723654079,3,2,0.0,35.0
41,1,6,0,15,0.2090831757227572,3,3,1.0,35.0
42,1,7,0,15,0.18364153202505884,3,4,2.0,35.0
43,1,8,0,15,0.1612956765551944,3,5,3.0,35.0
44,1,9,0,15,0.14166890783642458,3,6,4.0,35.0
47,-1,3,0,0,0.0,0,0,,
48,1,1,0,0,0.4,0,1,1.0,47.0
51,-1,3,0,0,0.0,0,0,,
52,0,1,5,5,0.9,1,0,0.0,51.0
53,0,2,5,10,0.7904862658184875,2,0,0.0,51.0
54,0,3,5,15,0.6942983738307293,3,0,0.0,51.0
55,0,4,0,15,0.609814809881446,3,1,1.0,51.0
56,0,5,5,20,0.5356113687822168,4,1,0.0,51.0
57,0,6,5,25,0.4704371453762037,5,1,0.0,51.0
58,0,7,5,30,0.4131934470563824,6,1,0.0,51.0
59,0,8,0,30,0.36291527224918735,6,2,1.0,51.0
60,0,9,5,35,0.3187550426319553,7,2,0.0,51.0
61,0,10,5,40,0.27996831484549684,8,2,0.0,51.0
62,0,11,0,40,0.2459012308330126,8,3,1.0,51.0
63,0,12,5,45,0.21597949524595342,9,3,0.0,51.0
64,0,13,0,45,0.18969869410037274,9,4,1.0,51.0
65,0,14,5,50,0.16661579147783018,10,4,0.0,51.0
66,0,15,0,50,0.14634166092411305,10,5,1.0,51.0
67,0,16,0,50,0.12853452564175263,10,6,2.0,51.0
68,0,17,0,50,0.11289419689255517,10,7,3.0,51.0
69,0,18,0,50,0.09915701348241447,10,8,4.0,51.0
70,0,19,0,50,0.08709139701936361,10,9,5.0,51.0
71,0,20,5,55,0.07649394801639119,11,9,0.0,51.0
72,0,21,0,55,0.06718601702798951,11,10,1.0,51.0
73,0,22,0,55,0.05901069301741416,11,11,2.0,51.0
74,0,23,0,55,0.05183015818521867,11,12,3.0,51.0
75,0,24,0,55,0.04552336466735001,11,13,4.0,51.0
76,0,25,0,55,0.03998399393709644,11,14,5.0,51.0
77,0,26,0,55,0.035118664510938216,11,15,6.0,51.0
78,0,27,0,55,0.030845357744204206,11,16,7.0,51.0
79,0,28,0,55,0.027092035178945935,11,17,8.0,51.0
80,0,29,0,55,0.02379542413558675,11,18,9.0,51.0
81,0,30,0,55,0.020899951076118976,11,19,10.0,51.0
82,0,31,0,55,0.018356804757722625,11,20,11.0,51.0
83,0,32,0,55,0.016123113383656896,11,21,12.0,51.0
86,-1,3,0,0,0.0,0,0,,
87,1,1,0,0,0.4,0,1,1.0,86.0
90,-1,3,0,0,0.0,0,0,,
91,1,1,0,0,0.4,0,1,1.0,90.0
94,-1,3,0,0,0.0,0,0,,
95,0,1,5,5,0.9,1,0,0.0,94.0
96,0,2,5,10,0.7904862658184875,2,0,0.0,94.0
97,0,3,5,15,0.6942983738307293,3,0,0.0,94.0
98,0,4,5,20,0.609814809881446,4,0,0.0,94.0
99,0,5,5,25,0.5356113687822168,5,0,0.0,94.0
100,0,6,5,30,0.4704371453762037,6,0,0.0,94.0
101,0,7,5,35,0.4131934470563824,7,0,0.0,94.0
102,0,8,0,35,0.36291527224918735,7,1,1.0,94.0
103,0,9,0,35,0.3187550426319553,7,2,2.0,94.0
104,0,10,0,35,0.27996831484549684,7,3,3.0,94.0
105,0,11,0,35,0.2459012308330126,7,4,4.0,94.0
106,0,12,5,40,0.21597949524595342,8,4,0.0,94.0
107,0,13,0,40,0.18969869410037274,8,5,1.0,94.0
108,0,14,0,40,0.16661579147783018,8,6,2.0,94.0
109,0,15,0,40,0.14634166092411305,8,7,3.0,94.0
110,0,16,0,40,0.12853452564175263,8,8,4.0,94.0
111,0,17,5,45,0.11289419689255517,9,8,0.0,94.0
112,0,18,0,45,0.09915701348241447,9,9,1.0,94.0
113,0,19,0,45,0.08709139701936361,9,10,2.0,94.0
114,0,20,5,50,0.07649394801639119,10,10,0.0,94.0
115,0,21,0,50,0.06718601702798951,10,11,1.0,94.0
116,0,22,0,50,0.05901069301741416,10,12,2.0,94.0
117,0,23,5,55,0.05183015818521867,11,12,0.0,94.0
118,0,24,0,55,0.04552336466735001,11,13,1.0,94.0
119,0,25,0,55,0.03998399393709644,11,14,2.0,94.0
120,0,26,0,55,0.035118664510938216,11,15,3.0,94.0
121,0,27,0,55,0.030845357744204206,11,16,4.0,94.0
122,0,28,0,55,0.027092035178945935,11,17,5.0,94.0
123,0,29,0,55,0.02379542413558675,11,18,6.0,94.0
124,0,30,0,55,0.020899951076118976,11,19,7.0,94.0
125,0,31,0,55,0.018356804757722625,11,20,8.0,94.0
126,0,32,0,55,0.016123113383656896,11,21,9.0,94.0
129,-1,3,0,0,0.0,0,0,,
130,1,1,0,0,0.4,0,1,1.0,129.0
133,-1,3,0,0,0.0,0,0,,
134,0,1,5,5,0.9,1,0,0.0,133.0
135,0,2,5,10,0.7904862658184875,2,0,0.0,133.0
136,0,3,0,10,0.6942983738307293,2,1,1.0,133.0
137,0,4,5,15,0.609814809881446,3,1,0.0,133.0
138,0,5,0,15,0.5356113687822168,3,2,1.0,133.0
139,0,6,0,15,0.4704371453762037,3,3,2.0,133.0
140,0,7,0,15,0.4131934470563824,3,4,3.0,133.0
141,0,8,0,15,0.36291527224918735,3,5,4.0,133.0
142,0,9,5,20,0.3187550426319553,4,5,0.0,133.0
143,0,10,5,25,0.27996831484549684,5,5,0.0,133.0
144,0,11,0,25,0.2459012308330126,5,6,1.0,133.0
145,0,12,5,30,0.21597949524595342,6,6,0.0,133.0
146,0,13,5,35,0.18969869410037274,7,6,0.0,133.0
147,0,14,0,35,0.16661579147783018,7,7,1.0,133.0
148,0,15,0,35,0.14634166092411305,7,8,2.0,133.0
149,0,16,0,35,0.12853452564175263,7,9,3.0,133.0
150,0,17,0,35,0.11289419689255517,7,10,4.0,133.0
151,0,18,0,35,0.09915701348241447,7,11,5.0,133.0
152,0,19,0,35,0.08709139701936361,7,12,6.0,133.0
153,0,20,5,40,0.07649394801639119,8,12,0.0,133.0
154,0,21,5,45,0.06718601702798951,9,12,0.0,133.0
155,0,22,0,45,0.05901069301741416,9,13,1.0,133.0
156,0,23,0,45,0.05183015818521867,9,14,2.0,133.0
157,0,24,5,50,0.04552336466735001,10,14,0.0,133.0
158,0,25,0,50,0.03998399393709644,10,15,1.0,133.0
159,0,26,0,50,0.035118664510938216,10,16,2.0,133.0
160,0,27,0,50,0.030845357744204206,10,17,3.0,133.0
161,0,28,0,50,0.027092035178945935,10,18,4.0,133.0
162,0,29,0,50,0.02379542413558675,10,19,5.0,133.0
165,-1,3,0,0,0.0,0,0,,
166,1,1,0,0,0.4,0,1,1.0,165.0
169,-1,3,0,0,0.0,0,0,,
170,1,1,0,0,0.4,0,1,1.0,169.0
173,-1,3,0,0,0.0,0,0,,
174,1,1,0,0,0.4,0,1,1.0,173.0
177,-1,3,0,0,0.0,0,0,,
178,0,1,5,5,0.9,1,0,0.0,177.0
179,0,2,5,10,0.7904862658184875,2,0,0.0,177.0
180,0,3,0,10,0.6942983738307293,2,1,1.0,177.0
181,0,4,0,10,0.609814809881446,2,2,2.0,177.0
182,0,5,5,15,0.5356113687822168,3,2,0.0,177.0
183,0,6,0,15,0.4704371453762037,3,3,1.0,177.0
184,0,7,5,20,0.4131934470563824,4,3,0.0,177.0
185,0,8,0,20,0.36291527224918735,4,4,1.0,177.0
186,0,9,5,25,0.3187550426319553,5,4,0.0,177.0
187,0,10,0,25,0.27996831484549684,5,5,1.0,177.0
188,0,11,0,25,0.2459012308330126,5,6,2.0,177.0
189,0,12,0,25,0.21597949524595342,5,7,3.0,177.0
190,0,13,5,30,0.18969869410037274,6,7,0.0,177.0
191,0,14,0,30,0.16661579147783018,6,8,1.0,177.0
192,0,15,0,30,0.14634166092411305,6,9,2.0,177.0
193,0,16,0,30,0.12853452564175263,6,10,3.0,177.0
194,0,17,0,30,0.11289419689255517,6,11,4.0,177.0
195,0,18,5,35,0.09915701348241447,7,11,0.0,177.0
196,0,19,0,35,0.08709139701936361,7,12,1.0,177.0
197,0,20,0,35,0.07649394801639119,7,13,2.0,177.0
198,0,21,0,35,0.06718601702798951,7,14,3.0,177.0
201,-1,3,0,0,0.0,0,0,,
202,0,1,5,5,0.9,1,0,0.0,201.0
203,0,2,0,5,0.7904862658184875,1,1,1.0,201.0
204,0,3,0,5,0.6942983738307293,1,2,2.0,201.0
207,-1,3,0,0,0.0,0,0,,
208,1,1,5,5,0.4,1,0,0.0,207.0
209,1,2,5,10,0.3513272292526611,2,0,0.0,207.0
210,1,3,0,10,0.30857705503587973,2,1,1.0,207.0
211,1,4,0,10,0.2710288043917538,2,2,2.0,207.0
212,1,5,5,15,0.23804949723654079,3,2,0.0,207.0
213,1,6,0,15,0.2090831757227572,3,3,1.0,207.0
214,1,7,0,15,0.18364153202505884,3,4,2.0,207.0
215,1,8,0,15,0.1612956765551944,3,5,3.0,207.0
216,1,9,0,15,0.14166890783642458,3,6,4.0,207.0
219,-1,3,0,0,0.0,0,0,,
220,1,1,5,5,0.4,1,0,0.0,219.0
221,1,2,5,10,0.3513272292526611,2,0,0.0,219.0
222,1,3,0,10,0.30857705503587973,2,1,1.0,219.0
223,1,4,0,10,0.2710288043917538,2,2,2.0,219.0
224,1,5,5,15,0.23804949723654079,3,2,0.0,219.0
225,1,6,0,15,0.2090831757227572,3,3,1.0,219.0
226,1,7,0,15,0.18364153202505884,3,4,2.0,219.0
227,1,8,0,15,0.1612956765551944,3,5,3.0,219.0
228,1,9,0,15,0.14166890783642458,3,6,4.0,219.0
231,-1,3,0,0,0.0,0,0,,
232,1,1,5,5,0.4,1,0,0.0,231.0
233,1,2,5,10,0.3513272292526611,2,0,0.0,231.0
234,1,3,0,10,0.30857705503587973,2,1,1.0,231.0
235,1,4,5,15,0.2710288043917538,3,1,0.0,231.0
236,1,5,0,15,0.23804949723654079,3,2,1.0,231.0
237,1,6,5,20,0.2090831757227572,4,2,0.0,231.0
238,1,7,0,20,0.18364153202505884,4,3,1.0,231.0
239,1,8,0,20,0.1612956765551944,4,4,2.0,231.0
240,1,9,5,25,0.14166890783642458,5,4,0.0,231.0
241,1,10,0,25,0.12443036215355414,5,5,1.0,231.0
242,1,11,0,25,0.10928943592578338,5,6,2.0,231.0
243,1,12,5,30,0.09599088677597929,6,6,0.0,231.0
244,1,13,0,30,0.08431053071127678,6,7,1.0,231.0
245,1,14,0,30,0.07405146287903563,6,8,2.0,231.0
246,1,15,0,30,0.06504073818849469,6,9,3.0,231.0
247,1,16,0,30,0.057126455840778946,6,10,4.0,231.0
248,1,17,0,30,0.05017519861891341,6,11,5.0,231.0
249,1,18,0,30,0.044069783769961984,6,12,6.0,231.0
252,-1,3,0,0,0.0,0,0,,
253,0,1,5,5,0.9,1,0,0.0,252.0
254,0,2,0,5,0.7904862658184875,1,1,1.0,252.0
