time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,5,20,0.609814809881446,4,0,0.0,0.0
5,0,5,5,25,0.5356113687822168,5,0,0.0,0.0
6,0,6,0,25,0.4704371453762037,5,1,1.0,0.0
9,-1,3,0,0,0.0,0,0,,
10,1,1,0,0,0.4,0,1,1.0,9.0
13,-1,3,0,0,0.0,0,0,,
14,0,1,5,5,0.9,1,0,0.0,13.0
15,0,2,5,10,0.7904862658184875,2,0,0.0,13.0
16,0,3,5,15,0.6942983738307293,3,0,0.0,13.0
17,0,4,5,20,0.609814809881446,4,0,0.0,13.0
18,0,5,5,25,0.5356113687822168,5,0,0.0,13.0
19,0,6,5,30,0.4704371453762037,6,0,0.0,13.0
20,0,7,5,35,0.4131934470563824,7,0,0.0,13.0
21,0,8,5,40,0.36291527224918735,8,0,0.0,13.0
22,0,9,5,45,0.3187550426319553,9,0,0.0,13.0
23,0,10,0,45,0.27996831484549684,9,1,1.0,13.0
26,-1,3,0,0,0.0,0,0,,
27,1,1,5,5,0.4,1,0,0.0,26.0
28,1,2,5,10,0.3513272292526611,2,0,0.0,26.0
29,1,3,0,10,0.30857705503587973,2,1,1.0,26.0
32,-1,3,0,0,0.0,0,0,,
33,1,1,0,0,0.4,0,1,1.0,32.0
36,-1,3,0,0,0.0,0,0,,
37,0,1,0,0,0.9,0,1,1.0,36.0
40,-1,3,0,0,0.0,0,0,,
41,1,1,0,0,0.4,0,1,1.0,40.0
44,-1,3,0,0,0.0,0,0,,
45,1,1,5,5,0.4,1,0,0.0,44.0
46,1,2,0,5,0.3513272292526611,1,1,1.0,44.0
49,-1,3,0,0,0.0,0,0,,
50,0,1,0,0,0.9,0,1,1.0,49.0
53,-1,3,0,0,0.0,0,0,,
54,1,1,5,5,0.4,1,0,0.0,53.0
55,1,2,0,5,0.3513272292526611,1,1,1.0,53.0
58,-1,3,0,0,0.0,0,0,,
59,0,1,5,5,0.9,1,0,0.0,58.0
60,0,2,5,10,0.7904862658184875,2,0,0.0,58.0
61,0,3,5,15,0.6942983738307293,3,0,0.0,58.0
62,0,4,5,20,0.609814809881446,4,0,0.0,58.0
63,0,5,5,25,0.5356113687822168,5,0,0.0,58.0
64,0,6,0,25,0.4704371453762037,5,1,1.0,58.0
67,-1,3,0,0,0.0,0,0,,
68,1,1,5,5,0.4,1,0,0.0,67.0
69,1,2,5,10,0.3513272292526611,2,0,0.0,67.0
70,1,3,0,10,0.30857705503587973,2,1,1.0,67.0
73,-1,3,0,0,0.0,0,0,,
74,1,1,0,0,0.4,0,1,1.0,73.0
77,-1,3,0,0,0.0,0,0,,
78,1,1,0,0,0.4,0,1,1.0,77.0
81,-1,3,0,0,0.0,0,0,,
82,0,1,5,5,0.9,1,0,0.0,81.0
83,0,2,5,10,0.7904862658184875,2,0,0.0,81.0
84,0,3,0,10,0.6942983738307293,2,1,1.0,81.0
87,-1,3,0,0,0.0,0,0,,
88,0,1,5,5,0.9,1,0,0.0,87.0
89,0,2,5,10,0.7904862658184875,2,0,0.0,87.0
90,0,3,5,15,0.6942983738307293,3,0,0.0,87.0
91,0,4,5,20,0.609814809881446,4,0,0.0,87.0
92,0,5,5,25,0.5356113687822168,5,0,0.0,87.0
93,0,6,5,30,0.4704371453762037,6,0,0.0,87.0
94,0,7,0,30,0.4131934470563824,6,1,1.0,87.0
97,-1,3,0,0,0.0,0,0,,
98,1,1,0,0,0.4,0,1,1.0,97.0
101,-1,3,0,0,0.0,0,0,,
102,1,1,0,0,0.4,0,1,1.0,101.0
105,-1,3,0,0,0.0,0,0,,
106,1,1,0,0,0.4,0,1,1.0,105.0
109,-1,3,0,0,0.0,0,0,,
110,0,1,5,5,0.9,1,0,0.0,109.0
111,0,2,5,10,0.7904862658184875,2,0,0.0,109.0
112,0,3,5,15,0.6942983738307293,3,0,0.0,109.0
113,0,4,5,20,0.609814809881446,4,0,0.0,109.0
114,0,5,0,20,0.5356113687822168,4,1,1.0,109.0
117,-1,3,0,0,0.0,0,0,,
