time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,0,15,0.609814809881446,3,1,1.0,0.0
5,0,5,0,15,0.5356113687822168,3,2,2.0,0.0
8,-1,3,0,0,0.0,0,0,,
9,1,1,5,5,0.4,1,0,0.0,8.0
10,1,2,5,10,0.3513272292526611,2,0,0.0,8.0
11,1,3,5,15,0.30857705503587973,3,0,0.0,8.0
12,1,4,0,15,0.2710288043917538,3,1,1.0,8.0
13,1,5,0,15,0.23804949723654079,3,2,2.0,8.0
16,-1,3,0,0,0.0,0,0,,
17,0,1,5,5,0.9,1,0,0.0,16.0
18,0,2,5,10,0.7904862658184875,2,0,0.0,16.0
19,0,3,5,15,0.6942983738307293,3,0,0.0,16.0
20,0,4,5,20,0.609814809881446,4,0,0.0,16.0
21,0,5,0,20,0.5356113687822168,4,1,1.0,16.0
22,0,6,0,20,0.4704371453762037,4,2,2.0,16.0
25,-1,3,0,0,0.0,0,0,,
26,1,1,0,0,0.4,0,1,1.0,25.0
27,1,2,5,5,0.3513272292526611,1,1,0.0,25.0
28,1,3,0,5,0.30857705503587973,1,2,1.0,25.0
29,1,4,5,10,0.2710288043917538,2,2,0.0,25.0
30,1,5,0,10,0.23804949723654079,2,3,1.0,25.0
31,1,6,5,15,0.2090831757227572,3,3,0.0,25.0
32,1,7,5,20,0.18364153202505884,4,3,0.0,25.0
33,1,8,0,20,0.1612956765551944,4,4,1.0,25.0
34,1,9,0,20,0.14166890783642458,4,5,2.0,25.0
37,-1,3,0,0,0.0,0,0,,
38,1,1,0,0,0.4,0,1,1.0,37.0
39,1,2,0,0,0.3513272292526611,0,2,2.0,37.0
42,-1,3,0,0,0.0,0,0,,
43,0,1,5,5,0.9,1,0,0.0,42.0
44,0,2,5,10,0.7904862658184875,2,0,0.0,42.0
45,0,3,0,10,0.6942983738307293,2,1,1.0,42.0
46,0,4,5,15,0.609814809881446,3,1,0.0,42.0
47,0,5,5,20,0.5356113687822168,4,1,0.0,42.0
48,0,6,0,20,0.4704371453762037,4,2,1.0,42.0
49,0,7,5,25,0.4131934470563824,5,2,0.0,42.0
50,0,8,0,25,0.36291527224918735,5,3,1.0,42.0
51,0,9,0,25,0.3187550426319553,5,4,2.0,42.0
54,-1,3,0,0,0.0,0,0,,
55,1,1,0,0,0.4,0,1,1.0,54.0
56,1,2,5,5,0.3513272292526611,1,1,0.0,54.0
57,1,3,5,10,0.30857705503587973,2,1,0.0,54.0
