time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,5,20,0.609814809881446,4,0,0.0,0.0
5,0,5,0,20,0.5356113687822168,4,1,1.0,0.0
6,0,6,0,20,0.4704371453762037,4,2,2.0,0.0
7,0,7,5,25,0.4131934470563824,5,2,0.0,0.0
8,0,8,0,25,0.36291527224918735,5,3,1.0,0.0
9,0,9,0,25,0.3187550426319553,5,4,2.0,0.0
10,0,10,0,25,0.27996831484549684,5,5,3.0,0.0
11,0,11,0,25,0.2459012308330126,5,6,4.0,0.0
12,0,12,0,25,0.21597949524595342,5,7,5.0,0.0
13,0,13,0,25,0.18969869410037274,5,8,6.0,0.0
14,0,14,0,25,0.16661579147783018,5,9,7.0,0.0
15,0,15,5,30,0.14634166092411305,6,9,0.0,0.0
16,0,16,0,30,0.12853452564175263,6,10,1.0,0.0
17,0,17,0,30,0.11289419689255517,6,11,2.0,0.0
18,0,18,5,35,0.09915701348241447,7,11,0.0,0.0
19,0,19,0,35,0.08709139701936361,7,12,1.0,0.0
20,0,20,0,35,0.07649394801639119,7,13,2.0,0.0
21,0,21,0,35,0.06718601702798951,7,14,3.0,0.0
24,-1,3,0,0,0.0,0,0,,
25,1,1,5,5,0.4,1,0,0.0,24.0
26,1,2,0,5,0.3513272292526611,1,1,1.0,24.0
27,1,3,5,10,0.30857705503587973,2,1,0.0,24.0
28,1,4,0,10,0.2710288043917538,2,2,1.0,24.0
29,1,5,5,15,0.23804949723654079,3,2,0.0,24.0
30,1,6,0,15,0.2090831757227572,3,3,1.0,24.0
31,1,7,0,15,0.18364153202505884,3,4,2.0,24.0
32,1,8,0,15,0.1612956765551944,3,5,3.0,24.0
33,1,9,0,15,0.14166890783642458,3,6,4.0,24.0
36,-1,3,0,0,0.0,0,0,,
37,0,1,5,5,0.9,1,0,0.0,36.0
38,0,2,5,10,0.7904862658184875,2,0,0.0,36.0
39,0,3,5,15,0.6942983738307293,3,0,0.0,36.0
40,0,4,5,20,0.609814809881446,4,0,0.0,36.0
41,0,5,5,25,0.5356113687822168,5,0,0.0,36.0
42,0,6,5,30,0.4704371453762037,6,0,0.0,36.0
43,0,7,5,35,0.4131934470563824,7,0,0.0,36.0
44,0,8,0,35,0.36291527224918735,7,1,1.0,36.0
45,0,9,5,40,0.3187550426319553,8,1,0.0,36.0
46,0,10,5,45,0.27996831484549684,9,1,0.0,36.0
47,0,11,0,45,0.2459012308330126,9,2,1.0,36.0
